word,frequency,rank
kapsamında,47,235.0
taahhüt,19,585.0
edilen,125,52.0
ihale,247,15.0
konusu,87,94.0
iş,138,40.0
veya,648,6.0
benzer,20,562.0
işlere,12,872.0
ilişkin,89,92.0
olarak,178,26.0
lk,19,585.0
ilan,86,96.0
tarihinden,73,122.0
geriye,17,644.0
doğru,16,683.0
son,113,59.0
beş,32,352.0
yıl,111,63.0
içinde,58,181.0
kabul,91,86.0
işlemleri,12,872.0
tamamlanan,3,
hizmet,72,126.0
alımlarıyla,1,
ilgili,128,49.0
iş,138,40.0
deneyimini,17,644.0
gösteren,50,212.0
belgeleri,67,146.0
veya,648,6.0
b,218,19.0
devredilen,1,
işlerde,2,
devir,4,
öncesindeki,1,
veya,648,6.0
sonrasındaki,1,
dönemde,1,
ilk,34,330.0
sözleşme,33,338.0
bedelinin,29,398.0
en,205,21.0
az,169,30.0
inin,1,
gerçekleştirilmesi,1,
şartıyla,6,
ilk,34,330.0
ilan,86,96.0
veya,648,6.0
davet,11,945.0
tarihinden,73,122.0
geriye,17,644.0
doğru,16,683.0
son,113,59.0
beş,32,352.0
yıl,111,63.0
içinde,58,181.0
kabul,91,86.0
işlemleri,12,872.0
tamamlanan,3,
hizmet,72,126.0
işlerine,2,
ilişkin,89,92.0
deneyimini,17,644.0
gösteren,50,212.0
belgeleri,67,146.0
sunması,13,810.0
zorunludur,61,169.0
stekli,8,
tarafından,112,61.0
teklif,311,10.0
edilen,125,52.0
bedelin,43,261.0
inden,3,
az,169,30.0
olmamak,47,235.0
üzere,130,48.0
ihale,247,15.0
konusu,87,94.0
iş,138,40.0
veya,648,6.0
benzer,20,562.0
işlere,12,872.0
ait,104,73.0
tek,10,
sözleşmeye,3,
ilişkin,89,92.0
iş,138,40.0
deneyimini,17,644.0
gösteren,50,212.0
belgelerin,52,202.0
veya,648,6.0
teknolojik,2,
ürün,8,
deneyim,27,423.0
belgesinin,37,304.0
sunulması,23,504.0
gerekir,29,398.0
benzer,20,562.0
iş,138,40.0
olarak,178,26.0
kabul,91,86.0
edilecek,22,523.0
işler,9,
aşağıda,76,111.0
belirtilmiştir,16,683.0
yüklet,2,
kiralama,19,585.0
veya,648,6.0
vinç,1,
kiralama,19,585.0
veya,648,6.0
türlü,12,872.0
iş,138,40.0
makinesi,5,
kiralama,19,585.0
işleri,8,
veya,648,6.0
treyler,1,
araçlar,3,
ile,490,7.0
türlü,12,872.0
malzeme,13,810.0
taşıma,6,
işleri,8,
veya,648,6.0
kamyon,4,
araçlar,3,
ile,490,7.0
türlü,12,872.0
malzeme,13,810.0
taşıma,6,
işleri,8,
veya,648,6.0
tanker,4,
araçlar,3,
ile,490,7.0
türlü,12,872.0
yük,1,
taşıma,6,
işleri,8,
ile,490,7.0
sayılan,17,644.0
işlerin,5,
birlikte,30,378.0
yapıldığı,32,352.0
işler,9,
benzer,20,562.0
iş,138,40.0
olarak,178,26.0
kabul,91,86.0
edilecektir,74,118.0
ş,181,25.0
ortaklıklarında,1,
pilot,1,
ortağın,6,
istenen,22,523.0
iş,138,40.0
deneyim,27,423.0
tutarının,7,
en,205,21.0
az,169,30.0
ini,1,
diğer,63,160.0
ortakların,3,
birinin,10,
ise,54,197.0
istenen,22,523.0
iş,138,40.0
deneyim,27,423.0
tutarının,7,
en,205,21.0
az,169,30.0
unu,1,
sağlaması,3,
gerekir,29,398.0
ancak,9,
diğer,63,160.0
ortak,72,126.0
veya,648,6.0
ortakların,3,
iş,138,40.0
deneyim,27,423.0
tutarı,11,945.0
toplamı,1,
istenen,22,523.0
iş,138,40.0
deneyim,27,423.0
tutarının,7,
undan,2,
az,169,30.0
olamaz,1,
yukarıdaki,5,
bahsi,1,
geçen,1,
belgeleri,67,146.0
teklif,311,10.0
ekinde,24,485.0
idareye,4,
sunmayan,1,
isteklilerin,19,585.0
teklifleri,22,523.0
geçersiz,8,
sayılacaktır,10,
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
stekliler,58,181.0
yukarıda,49,222.0
sayılan,17,644.0
belgelerin,52,202.0
aslını,2,
veya,648,6.0
aslına,10,
uygunluğu,3,
noterce,4,
onaylanmış,21,539.0
örneklerini,2,
vermek,6,
zorundadır,12,872.0
ancak,9,
türkiye,82,105.0
ticaret,152,32.0
sicili,6,
gazetesi,20,562.0
nizamnamesinin,1,
uncu,8,
maddesinde,36,316.0
yer,175,27.0
alan,102,77.0
hüküm,5,
çerçevesinde,6,
türkiye,82,105.0
petrolleri,11,945.0
ca,1,
veya,648,6.0
türkiye,82,105.0
odalar,1,
borsalar,1,
birliğine,1,
bağlı,18,613.0
odalarca,1,
aslının,7,
aynıdır,3,
şeklinde,6,
onaylanarak,1,
isteklilere,3,
verilen,40,284.0
ticaret,152,32.0
sicili,6,
gazetesi,20,562.0
suretleri,31,361.0
ile,490,7.0
bunların,9,
noter,144,36.0
onaylı,62,164.0
suretleri,31,361.0
kabul,91,86.0
edilecektir,74,118.0
noter,144,36.0
onaylı,62,164.0
belgelerin,52,202.0
aslına,10,
uygun,106,67.0
olduğunu,35,327.0
belirten,20,562.0
bir,233,17.0
şerh,5,
taşıması,16,683.0
zorunlu,14,771.0
olup,87,94.0
sureti,27,423.0
veya,648,6.0
fotokopisi,28,409.0
görülerek,2,
onaylanmış,21,539.0
olanlar,5,
ile,490,7.0
ibraz,57,185.0
edilenin,2,
aynıdır,3,
veya,648,6.0
bu,244,16.0
anlama,3,
gelecek,6,
bir,233,17.0
şerh,5,
taşıyanlar,3,
geçerli,15,723.0
kabul,91,86.0
edilmeyecektir,16,683.0
stekliler,58,181.0
istenen,22,523.0
belgelerin,52,202.0
aslı,73,122.0
yerine,14,771.0
ihaleden,2,
bir,233,17.0
iş,138,40.0
günü,72,126.0
önceye,1,
kadarki,2,
süre,42,272.0
içerisinde,104,73.0
tpao,35,327.0
nun,51,207.0
yetkili,37,304.0
personel,28,409.0
tarafından,112,61.0
aslı,73,122.0
darece,6,
görülmüştür,16,683.0
veya,648,6.0
bu,244,16.0
anlama,3,
gelecek,6,
şerh,5,
düşülen,1,
aslı,73,122.0
kendilerine,2,
iade,8,
edilen,125,52.0
belgelerin,52,202.0
suretlerini,2,
de,57,185.0
tekliflerine,1,
ekleyebilirler,1,
hale,442,8.0
dokümanları,3,
ilgili,128,49.0
firma,3,
yetkilisi,2,
tarafından,112,61.0
paraflanacaktır,1,
değiştirilmiş,1,
yada,2,
paraf,1,
edilmemiş,1,
ihale,247,15.0
dokümanları,3,
olması,146,35.0
durumunda,28,409.0
teklif,311,10.0
mektubu,53,199.0
açılmayacaktır,1,
hale,442,8.0
dokümanı,27,423.0
www,57,185.0
tpao,35,327.0
gov,46,244.0
tr,121,53.0
adresinden,18,613.0
indirilebilir,3,
veya,648,6.0
sirnak_ihale,3,
tpao,35,327.0
gov,46,244.0
tr,121,53.0
üzerinden,76,111.0
istenebilir,3,
şartname,115,57.0
bedeli,112,61.0
tl,311,10.0
karşılığı,14,771.0
tpao,35,327.0
şirnak,10,
bölge,43,261.0
müdürlüğü,186,23.0
vakifbank,1,
şirnak,10,
şube,6,
tr,121,53.0
tpao,35,327.0
vergi,36,316.0
dairesi,43,261.0
vergi,36,316.0
numarası,51,207.0
ulus,2,
v,7,
banka,33,338.0
hesabına,21,539.0
yatırılarak,3,
dosya,37,304.0
numarası,51,207.0
şartname,115,57.0
bedeli,112,61.0
olduğu,43,261.0
belirtilip,3,
aynı,55,194.0
adresten,6,
sirnak_ihale,3,
tpao,35,327.0
gov,46,244.0
tr,121,53.0
temin,66,151.0
edilir,21,539.0
haleye,113,59.0
teklif,311,10.0
verecek,25,465.0
olanların,20,562.0
ihale,247,15.0
dokümanını,21,539.0
satın,91,86.0
almaları,22,523.0
şartname,115,57.0
bedeli,112,61.0
dekontunu,3,
ibraz,57,185.0
etmeleri,21,539.0
zorunludur,61,169.0
hale,442,8.0
dokümanının,20,562.0
satın,91,86.0
alındığına,15,723.0
dair,126,51.0
banka,33,338.0
dekontunun,5,
bulunmadığı,2,
teklifler,64,158.0
değerlendirme,38,300.0
dışı,12,872.0
bırakılacaktır,7,
teklifler,64,158.0
tarih,57,185.0
saat,96,80.0
kadar,131,46.0
tpao,35,327.0
şirnak,10,
bölge,43,261.0
müdürlüğü,186,23.0
gelen,8,
evrak,11,945.0
bi,28,409.0
ri,23,504.0
mi,12,872.0
ne,118,55.0
elden,9,
verilebileceği,12,872.0
gibi,33,338.0
iadeli,27,423.0
taahhütlü,29,398.0
posta,86,96.0
vasıtasıyla,8,
gönderilecektir,10,
hale,442,8.0
saatine,31,361.0
kadar,131,46.0
ortaklığımıza,3,
ulaşmayan,13,810.0
teklifler,64,158.0
değerlendirmeye,24,485.0
alınmayacaktır,34,330.0
stekliler,58,181.0
tekliflerini,17,644.0
bir,233,17.0
iş,138,40.0
kalemi,8,
için,293,12.0
teklif,311,10.0
edilen,125,52.0
birim,37,304.0
fiyatlarının,5,
miktarlarla,8,
çarpımı,12,872.0
sonucu,29,398.0
bulunan,88,93.0
toplam,36,316.0
bedel,43,261.0
üzerinden,76,111.0
birim,37,304.0
fiyat,40,284.0
şeklinde,6,
vereceklerdir,30,378.0
hale,442,8.0
sonucu,29,398.0
ihale,247,15.0
üzerinde,18,613.0
bırakılan,6,
istekliyle,7,
bir,233,17.0
iş,138,40.0
kalemi,8,
için,293,12.0
teklif,311,10.0
edilen,125,52.0
birim,37,304.0
fiyatların,13,810.0
miktarlarla,8,
çarpımı,12,872.0
sonucu,29,398.0
bulunan,88,93.0
toplam,36,316.0
bedel,43,261.0
üzerinden,76,111.0
birim,37,304.0
fiyat,40,284.0
sözleşme,33,338.0
imzalanacaktır,7,
bu,244,16.0
ihalede,15,723.0
işin,16,683.0
tamamı,9,
için,293,12.0
teklif,311,10.0
verilecektir,17,644.0
ekonomik,22,523.0
açıdan,11,945.0
en,205,21.0
avantajlı,11,945.0
teklif,311,10.0
en,205,21.0
düşük,12,872.0
fiyat,40,284.0
esasına,7,
göre,109,64.0
belirlenecektir,9,
verilen,40,284.0
tekliflerin,37,304.0
geçerlilik,10,
süresi,69,139.0
ihale,247,15.0
tarihinden,73,122.0
itibaren,58,181.0
en,205,21.0
az,169,30.0
doksan,3,
takvim,21,539.0
günü,72,126.0
olmalıdır,16,683.0
stekliler,58,181.0
teklif,311,10.0
ettikleri,19,585.0
bedelin,43,261.0
ünden,24,485.0
az,169,30.0
olmamak,47,235.0
üzere,130,48.0
kendi,18,613.0
belirleyecekleri,13,810.0
oranda,10,
geçici,137,41.0
teminat,148,34.0
vereceklerdir,30,378.0
ş,181,25.0
ortaklığı,31,361.0
kabul,91,86.0
edilir,21,539.0
konsorsiyumlar,3,
ihaleye,135,42.0
teklif,311,10.0
veremez,3,
bu,244,16.0
ihale,247,15.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanunu,97,78.0
nun,51,207.0
g,51,207.0
kapsamında,47,235.0
olup,87,94.0
ceza,42,272.0
yasaklama,96,80.0
hükümleri,43,261.0
hariç,25,465.0
tpao,35,327.0
mal,49,222.0
hizmet,72,126.0
alımı,40,284.0
hale,442,8.0
yönetmeliği,43,261.0
ne,118,55.0
göre,109,64.0
yapılmaktadır,4,
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
adet,114,58.0
asma,2,
katli,1,
depolu,9,
dükkân,3,
satilacaktir,17,644.0
stanbul,66,151.0
li,75,114.0
esenler,8,
belediye,128,49.0
başkanlığından,57,185.0
haleni,11,945.0
n,80,107.0
konusu,87,94.0
sayılı,340,9.0
kanun,45,250.0
kapsamında,47,235.0
afet,3,
deprem,11,945.0
riski,2,
altındaki,1,
yapıların,3,
dönüşümünde,1,
afet,3,
riski,2,
alanların,6,
tahliyesinde,1,
tasfiyesinde,1,
inşasında,2,
rezerv,2,
riskli,3,
alanlarda,12,872.0
yapılacak,94,83.0
olan,119,54.0
belediye,128,49.0
hizmet,72,126.0
binaları,1,
eğitim,60,174.0
yapıları,38,300.0
dini,1,
tesis,22,523.0
alanları,9,
kültür,82,105.0
tesisleri,3,
sosyal,13,810.0
donatı,1,
engelsiz,1,
yaşam,2,
alanları,9,
spor,11,945.0
salonları,1,
vb,10,
yapıların,3,
inşasında,2,
riskli,3,
alan,102,77.0
rezerv,2,
alan,102,77.0
riskli,3,
yapıların,3,
bulunduğu,50,212.0
alanlarda,12,872.0
kamulaştırma,1,
işlemlerinde,7,
kullanılmak,4,
amacıyla,4,
aşağıda,76,111.0
tapu,6,
bilgileri,34,330.0
niteliği,23,504.0
belirtilen,210,20.0
esenler,8,
belediyesi,33,338.0
ne,118,55.0
ait,104,73.0
adet,114,58.0
asma,2,
katlı,1,
depolu,9,
dükkân,3,
hale,442,8.0
komisyonu,24,485.0
belediye,128,49.0
encümeni,14,771.0
tarafından,112,61.0
günü,72,126.0
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanunu,97,78.0
nun,51,207.0
maddesi,107,66.0
gereğince,59,177.0
yapılacak,94,83.0
ihaleyle,1,
satılacaktır,7,
hale,442,8.0
esenler,8,
belediye,128,49.0
başkanlığınca,1,
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanunu,97,78.0
nun,51,207.0
maddesi,107,66.0
gereğince,59,177.0
yapılacaktır,74,118.0
hale,442,8.0
komisyonu,24,485.0
belediye,128,49.0
encümeni,14,771.0
dir,2,
şartname,115,57.0
belirtilen,210,20.0
adreste,2,
görülebilir,28,409.0
bir,233,17.0
dükkân,3,
için,293,12.0
ayrı,52,202.0
ayrı,52,202.0
olmak,279,13.0
üzere,130,48.0
tl,311,10.0
elli,2,
bin,5,
türk,62,164.0
lirası,15,723.0
karşılığı,14,771.0
c,141,38.0
esenler,8,
beledi,5,
ye,22,523.0
başkanliği,3,
emlak,22,523.0
sti,2,
mlâk,2,
müdürlüğü,186,23.0
bi,28,409.0
rli,2,
k,62,164.0
mah,66,151.0
aki,2,
f,52,202.0
nan,2,
cd,8,
esenler,8,
stanbul,66,151.0
adresinden,18,613.0
satın,91,86.0
alınabilir,9,
hale,442,8.0
yeri,103,75.0
esenler,8,
belediye,128,49.0
başkanlığı,85,100.0
kat,60,174.0
encümen,16,683.0
salonu,20,562.0
haleye,113,59.0
katılabilmek,26,446.0
için,293,12.0
stekliler,58,181.0
söz,23,504.0
konusu,87,94.0
gayrimenkulün,2,
satış,42,272.0
ihalesine,7,
katılabilmek,26,446.0
için,293,12.0
geçici,137,41.0
teminat,148,34.0
bedelini,7,
yatırdığına,3,
dair,126,51.0
makbuz,15,723.0
veya,648,6.0
süresiz,15,723.0
geçici,137,41.0
teminat,148,34.0
mektubunu,13,810.0
ibraz,57,185.0
edecektir,3,
b,218,19.0
haleye,113,59.0
iştirak,25,465.0
edecekler,2,
bedeli,112,61.0
karşılığında,18,613.0
şartname,115,57.0
satın,91,86.0
almak,5,
zorundadır,12,872.0
şartları,24,485.0
da,133,45.0
kabul,91,86.0
etmiş,2,
sayılır,9,
c,141,38.0
gerçek,71,131.0
kişiler,43,261.0
için,293,12.0
c,141,38.0
kimlik,30,378.0
kartı,1,
veya,648,6.0
nüfus,47,235.0
cüzdanı,21,539.0
sureti,27,423.0
kametgâh,7,
belgesi,149,33.0
nüfus,47,235.0
müdürlüğünden,134,44.0
steklinin,26,446.0
tüzel,199,22.0
kişi,65,154.0
olması,146,35.0
halinde,170,29.0
ilgili,128,49.0
mevzuatı,23,504.0
gereği,25,465.0
kayıtlı,67,146.0
bulunduğu,50,212.0
ticaret,152,32.0
veya,648,6.0
sanayi,75,114.0
odasından,24,485.0
ilk,34,330.0
ilan,86,96.0
veya,648,6.0
ihale,247,15.0
tarihinin,11,945.0
içinde,58,181.0
bulunduğu,50,212.0
yılda,10,
alınmış,67,146.0
tüzel,199,22.0
kişiliğin,76,111.0
odaya,2,
kayıtlı,67,146.0
olduğunu,35,327.0
gösterir,54,197.0
belge,135,42.0
e,172,28.0
teklif,311,10.0
vermeye,17,644.0
yetkili,37,304.0
olduğunu,35,327.0
gösteren,50,212.0
mza,23,504.0
beyannamesi,75,114.0
veya,648,6.0
mza,23,504.0
sirküleri,41,277.0
f,52,202.0
steklinin,26,446.0
tüzel,199,22.0
kişi,65,154.0
olması,146,35.0
halinde,170,29.0
ilgisine,11,945.0
göre,109,64.0
tüzel,199,22.0
kişiliğin,76,111.0
ortakları,16,683.0
üyeleri,14,771.0
veya,648,6.0
kurucuları,11,945.0
ile,490,7.0
tüzel,199,22.0
kişiliğin,76,111.0
yönetimindeki,10,
görevlileri,10,
belirten,20,562.0
son,113,59.0
durumu,28,409.0
gösterir,54,197.0
ticaret,152,32.0
sicil,141,38.0
gazetesi,20,562.0
bu,244,16.0
bilgilerin,6,
tamamının,3,
bir,233,17.0
ticaret,152,32.0
sicil,141,38.0
gazetesinde,2,
bulunmaması,9,
halinde,170,29.0
bu,244,16.0
bilgilerin,6,
tümünü,2,
göstermek,20,562.0
üzere,130,48.0
ilgili,128,49.0
ticaret,152,32.0
sicil,141,38.0
gazeteleri,2,
veya,648,6.0
bu,244,16.0
hususları,11,945.0
gösteren,50,212.0
belgeler,116,56.0
ile,490,7.0
tüzel,199,22.0
kişiliğin,76,111.0
noter,144,36.0
tasdikli,105,71.0
imza,91,86.0
sirküleri,41,277.0
g,51,207.0
şirket,14,771.0
ya,68,143.0
da,133,45.0
şahıslardan,1,
istenen,22,523.0
belgelerin,52,202.0
asıl,21,539.0
olması,146,35.0
gerekmektedir,84,103.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
h,49,222.0
hale,442,8.0
dosyasını,2,
idareden,6,
satın,91,86.0
aldığına,1,
dair,126,51.0
şartname,115,57.0
bedeli,112,61.0
makbuzu,20,562.0
ı,13,810.0
steklinin,26,446.0
ortak,72,126.0
girişim,41,277.0
olması,146,35.0
halinde,170,29.0
bir,233,17.0
girişimci,2,
yukarıda,49,222.0
tüzel,199,22.0
veya,648,6.0
gerçek,71,131.0
kişi,65,154.0
belgeleri,67,146.0
ayrı,52,202.0
ayrı,52,202.0
sunacaklardır,1,
tebligata,4,
elverişli,1,
adrese,15,723.0
sahip,91,86.0
olmak,279,13.0
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanunu,97,78.0
ilgili,128,49.0
yönetmelik,16,683.0
te,4,
belirtilen,210,20.0
niteliklere,5,
haiz,6,
olmak,279,13.0
yine,5,
anılan,10,
kanunun,77,109.0
yönetmelikte,4,
açıklanan,1,
biçimde,1,
teklifte,15,723.0
bulunmak,11,945.0
geçici,137,41.0
teminatı,11,945.0
yatırmak,1,
şarttır,23,504.0
kurum,11,945.0
isteklilerin,19,585.0
beyanlarını,1,
esas,43,261.0
kabul,91,86.0
edecek,14,771.0
sayılı,340,9.0
devlet,105,71.0
hale,442,8.0
kanunu,97,78.0
ile,490,7.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanunu,97,78.0
na,16,683.0
göre,109,64.0
ihaleye,135,42.0
katılamayacak,1,
olanlar,5,
yasaklanmış,1,
kişilerde,3,
ihalenin,27,423.0
kalması,1,
bu,244,16.0
hususun,1,
tespiti,1,
halinde,170,29.0
ihale,247,15.0
iptal,21,539.0
edilerek,7,
bu,244,16.0
kişiler,43,261.0
hakkında,50,212.0
cumhuriyet,33,338.0
savcılığına,1,
suç,6,
duyurusunda,11,945.0
bulunulacaktır,6,
teklifler,64,158.0
ihale,247,15.0
gününden,1,
bir,233,17.0
gün,69,139.0
önce,19,585.0
tarihi,97,78.0
saat,96,80.0
ye,22,523.0
kadar,131,46.0
c,141,38.0
esenler,8,
beledi,5,
ye,22,523.0
başkanliği,3,
emlak,22,523.0
sti,2,
mlâk,2,
müdürlüğü,186,23.0
bi,28,409.0
rli,2,
k,62,164.0
mah,66,151.0
aki,2,
f,52,202.0
nan,2,
cd,8,
esenler,8,
stanbul,66,151.0
adresine,6,
elden,9,
teslim,71,131.0
edilecektir,74,118.0
hale,442,8.0
komisyonu,24,485.0
belediye,128,49.0
encümeni,14,771.0
ihaleyi,29,398.0
yapıp,27,423.0
yapmamakta,27,423.0
serbesttir,27,423.0
komisyonun,2,
ihaleyi,29,398.0
yapmama,2,
kararına,2,
itiraz,8,
edilemez,2,
e,172,28.0
ti,50,212.0
pi,5,
lokomoti,1,
flerde,1,
kullanilmak,2,
üzere,130,48.0
kalem,11,945.0
yedek,24,485.0
malzeme,13,810.0
satin,6,
alinacaktir,6,
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğünden,134,44.0
hale,442,8.0
kayıt,28,409.0
darenin,30,378.0
adresi,86,96.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğü,186,23.0
b,218,19.0
telefon,37,304.0
faks,32,352.0
numarası,51,207.0
c,141,38.0
elektronik,50,212.0
posta,86,96.0
adresi,86,96.0
satinalmadairesi,4,
tcddtasimacilik,10,
gov,46,244.0
tr,121,53.0
hale,442,8.0
konusu,87,94.0
malın,10,
adı,36,316.0
miktarı,31,361.0
kalem,11,945.0
yedek,24,485.0
malzeme,13,810.0
temini,10,
halenin,33,338.0
yapılacağı,40,284.0
yer,175,27.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğü,186,23.0
satın,91,86.0
alma,49,222.0
dairesi,43,261.0
başkanlığı,85,100.0
toplantı,27,423.0
salonu,20,562.0
lu,18,613.0
oda,85,100.0
hacı,8,
bayram,4,
mahallesi,83,104.0
hipodrom,4,
caddesi,39,293.0
c,141,38.0
gar,4,
altındağ,6,
ankara,106,67.0
türki,6,
ye,22,523.0
yukarıda,49,222.0
belirtilen,210,20.0
alımımız,4,
yerli,34,330.0
yabancı,63,160.0
isteklilerden,7,
teklif,311,10.0
alınmak,15,723.0
suretiyle,36,316.0
açık,69,139.0
hale,442,8.0
usulü,70,136.0
ile,490,7.0
ihaleye,135,42.0
çıkarılmış,10,
olup,87,94.0
ihaleye,135,42.0
katılabilmek,26,446.0
için,293,12.0
istenen,22,523.0
belgeler,116,56.0
ihale,247,15.0
dokümanında,7,
belirtilmiştir,16,683.0
tekliflerin,37,304.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğü,186,23.0
hale,442,8.0
komisyonu,24,485.0
başkanlığına,15,723.0
pazartesi,7,
günü,72,126.0
saat,96,80.0
kadar,131,46.0
verilmiş,9,
veya,648,6.0
gelmiş,12,872.0
olması,146,35.0
şarttır,23,504.0
hale,442,8.0
dokümanı,27,423.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğü,186,23.0
satın,91,86.0
alma,49,222.0
dairesi,43,261.0
başkanlığı,85,100.0
lu,18,613.0
oda,85,100.0
veya,648,6.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
resmi,24,485.0
web,22,523.0
sitesi,9,
http,24,485.0
www,57,185.0
tcddtasimacilik,10,
gov,46,244.0
tr,121,53.0
adresinde,50,212.0
görülebilir,28,409.0
haleye,113,59.0
teklif,311,10.0
verecek,25,465.0
olanların,20,562.0
ihale,247,15.0
dokümanını,21,539.0
satın,91,86.0
almaları,22,523.0
zorunlu,14,771.0
olup,87,94.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğü,186,23.0
merkez,46,244.0
veznesinden,5,
kdv,25,465.0
dâhil,4,
tl,311,10.0
bedelle,7,
temin,66,151.0
edilebilir,44,253.0
teklif,311,10.0
edilen,125,52.0
bedelin,43,261.0
en,205,21.0
az,169,30.0
ü,16,683.0
oranında,29,398.0
geçici,137,41.0
teminat,148,34.0
verilecektir,17,644.0
bu,244,16.0
ihale,247,15.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,25.0
genel,269,14.0
müdürlüğünün,14,771.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanununun,47,235.0
g,51,207.0
maddesi,107,66.0
uyarınca,78,108.0
yapacağı,4,
mal,49,222.0
hizmet,72,126.0
alımlarında,4,
uygulanacak,24,485.0
esas,43,261.0
usuller,4,
hakkında,50,212.0
yönetmelik,16,683.0
hükümlerine,19,585.0
tabidir,5,
bu,244,16.0
ihale,247,15.0
hüküm,5,
bulunmayan,5,
haller,3,
ceza,42,272.0
ihalelerden,19,585.0
yasaklama,96,80.0
hükümleri,43,261.0
hariç,25,465.0
sayılı,340,9.0
yasalara,7,
tabi,28,409.0
değildir,22,523.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazete,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazete,899,1.0
nisan,870,3.0
sayı,864,4.0
çeşi,11,945.0
tli,12,872.0
lânlar,11,945.0
nuh,2,
naci,2,
yazgan,2,
üniversitesi,44,253.0
rektörlüğünden,32,352.0
öğreti,17,644.0
üyesi,57,185.0
alim,27,423.0
lani,44,253.0
sayılı,340,9.0
yükseköğretim,41,277.0
kanunu,97,78.0
öğretim,94,83.0
üyeliğine,14,771.0
yükseltilme,14,771.0
atanma,17,644.0
yönetmeliği,43,261.0
hükümlerinde,3,
aranan,18,613.0
