word,frequency,rank
iş,138,42.0
veya,648,6.0
benzer,20,559.0
işler,21,537.0
ilişkin,89,92.0
olarak,178,27.0
lk,19,584.0
ilan,86,96.0
tarihinden,73,123.0
geriy,17,644.0
doğru,16,681.0
son,113,61.0
beş,32,351.0
yıl,111,65.0
içind,58,181.0
kabul,91,86.0
işlemleri,12,872.0
tamamlanan,3,
hizmet,74,118.0
alımlarıyla,1,
ilgili,128,52.0
iş,138,42.0
deneyimini,17,644.0
gösteren,50,212.0
belgeleri,67,146.0
veya,648,6.0
b,218,19.0
devredilen,1,
işlerd,2,
devir,4,
öncesindeki,1,
veya,648,6.0
sonrasındaki,1,
dönemd,1,
ilk,34,331.0
sözleşm,44,253.0
bedelinin,29,398.0
en,205,22.0
az,169,30.0
inin,1,
gerçekleştirilmesi,1,
şartıyla,6,
ilk,34,331.0
ilan,86,96.0
veya,648,6.0
davet,12,872.0
tarihinden,73,123.0
geriy,17,644.0
doğru,16,681.0
son,113,61.0
beş,32,351.0
yıl,111,65.0
içind,58,181.0
kabul,91,86.0
işlemleri,12,872.0
tamamlanan,3,
hizmet,74,118.0
işlerin,7,
ilişkin,89,92.0
deneyimini,17,644.0
gösteren,50,212.0
belgeleri,67,146.0
sunması,13,811.0
zorunludur,61,169.0
stek,8,
tarafından,112,63.0
teklif,314,10.0
edilen,125,54.0
bedelin,47,234.0
inden,3,
az,169,30.0
olmamak,47,234.0
üzere,130,51.0
ihal,247,15.0
konusu,87,94.0
iş,138,42.0
veya,648,6.0
benzer,20,559.0
işler,21,537.0
ait,104,74.0
tek,16,681.0
sözleşmey,3,
ilişkin,89,92.0
iş,138,42.0
deneyimini,17,644.0
gösteren,50,212.0
belgelerin,53,198.0
veya,648,6.0
teknolojik,2,
ürün,8,
deneyim,30,377.0
belgesinin,37,307.0
sunulması,23,503.0
gerekir,29,398.0
benzer,20,559.0
iş,138,42.0
olarak,178,27.0
kabul,91,86.0
edilecek,22,522.0
işler,21,537.0
aşağıda,76,111.0
belirtilmiştir,16,681.0
yüklet,2,
kiralama,19,584.0
veya,648,6.0
vinç,1,
kiralama,19,584.0
veya,648,6.0
türlü,12,872.0
iş,138,42.0
makinesi,5,
kiralama,19,584.0
işleri,8,
veya,648,6.0
treyler,1,
araçlar,3,
ile,490,7.0
türlü,12,872.0
malzem,13,811.0
taşıma,6,
işleri,8,
veya,648,6.0
kamyon,4,
araçlar,3,
ile,490,7.0
türlü,12,872.0
malzem,13,811.0
taşıma,6,
işleri,8,
veya,648,6.0
tanker,4,
araçlar,3,
ile,490,7.0
türlü,12,872.0
yük,1,
taşıma,6,
işleri,8,
ile,490,7.0
sayılan,17,644.0
işlerin,7,
birlikt,30,377.0
yapıldığı,32,351.0
işler,21,537.0
benzer,20,559.0
iş,138,42.0
olarak,178,27.0
kabul,91,86.0
edilecektir,74,118.0
ş,181,26.0
ortaklıklarında,1,
pilot,1,
ortağın,6,
istenen,22,522.0
iş,138,42.0
deneyim,30,377.0
tutarının,7,
en,205,22.0
az,169,30.0
ini,1,
diğer,63,160.0
ortakların,3,
birinin,10,
ise,54,196.0
istenen,22,522.0
iş,138,42.0
deneyim,30,377.0
tutarının,7,
en,205,22.0
az,169,30.0
unu,1,
sağlaması,3,
gerekir,29,398.0
ancak,9,
diğer,63,160.0
ortak,72,127.0
veya,648,6.0
ortakların,3,
iş,138,42.0
deneyim,30,377.0
tutarı,11,946.0
toplamı,1,
istenen,22,522.0
iş,138,42.0
deneyim,30,377.0
tutarının,7,
undan,2,
az,169,30.0
olamaz,1,
yukarıdaki,5,
bahsi,1,
geçen,1,
belgeleri,67,146.0
teklif,314,10.0
ekind,24,485.0
idarey,4,
sunmayan,1,
isteklilerin,19,584.0
teklifleri,22,522.0
geçersiz,8,
sayılacaktır,10,
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
steklil,58,181.0
yukarıda,49,222.0
sayılan,17,644.0
belgelerin,53,198.0
aslını,2,
veya,648,6.0
aslına,10,
uygunluğu,3,
noterc,4,
onaylanmış,21,537.0
örneklerini,2,
vermek,6,
zorundadır,12,872.0
ancak,9,
türkiy,82,105.0
ticaret,152,33.0
sicili,6,
gazetesi,20,559.0
nizamnamesinin,1,
uncu,8,
maddesind,36,316.0
yer,209,21.0
alan,102,78.0
hüküm,5,
çerçevesind,6,
türkiy,82,105.0
petrolleri,11,946.0
ca,1,
veya,648,6.0
türkiy,82,105.0
odalar,1,
borsalar,1,
birliğin,1,
bağlı,18,613.0
odalarca,1,
aslının,7,
aynıdır,3,
şeklind,6,
onaylanarak,1,
istekliler,3,
verilen,40,285.0
ticaret,152,33.0
sicili,6,
gazetesi,20,559.0
suretleri,31,361.0
ile,490,7.0
bunların,9,
noter,144,38.0
onaylı,62,164.0
suretleri,31,361.0
kabul,91,86.0
edilecektir,74,118.0
noter,144,38.0
onaylı,62,164.0
belgelerin,53,198.0
aslına,10,
uygun,106,69.0
olduğunu,35,327.0
belirten,20,559.0
bir,233,17.0
şerh,5,
taşıması,16,681.0
zorunlu,14,775.0
olup,87,94.0
sureti,27,423.0
veya,648,6.0
fotokopisi,28,409.0
görülerek,2,
onaylanmış,21,537.0
olanlar,5,
ile,490,7.0
ibraz,57,185.0
edilenin,2,
aynıdır,3,
veya,648,6.0
bu,244,16.0
anlama,3,
gelecek,6,
bir,233,17.0
şerh,5,
taşıyanlar,3,
geçer,15,724.0
kabul,91,86.0
edilmeyecektir,16,681.0
steklil,58,181.0
istenen,22,522.0
belgelerin,53,198.0
aslı,73,123.0
yerin,16,681.0
ihaleden,2,
bir,233,17.0
iş,138,42.0
günü,72,127.0
öncey,1,
kadarki,2,
süre,42,272.0
içerisind,104,74.0
tpao,35,327.0
nun,51,206.0
yetkili,37,307.0
personel,30,377.0
tarafından,112,63.0
aslı,73,123.0
darec,6,
görülmüştür,16,681.0
veya,648,6.0
bu,244,16.0
anlama,3,
gelecek,6,
şerh,5,
düşülen,1,
aslı,73,123.0
kendilerin,2,
iad,35,327.0
edilen,125,54.0
belgelerin,53,198.0
suretlerini,2,
de,57,185.0
tekliflerin,38,301.0
ekleyebilirl,1,
hale,442,8.0
dokümanları,3,
ilgili,128,52.0
firma,3,
yetkilisi,2,
tarafından,112,63.0
paraflanacaktır,1,
değiştirilmiş,1,
yada,2,
paraf,1,
edilmemiş,1,
ihal,247,15.0
dokümanları,3,
olması,146,37.0
durumunda,28,409.0
teklif,314,10.0
mektubu,53,198.0
açılmayacaktır,1,
hale,442,8.0
dokümanı,27,423.0
www,57,185.0
tpao,35,327.0
gov,46,244.0
tr,121,55.0
adresinden,18,613.0
indirilebilir,3,
veya,648,6.0
sirnak_ihal,3,
tpao,35,327.0
gov,46,244.0
tr,121,55.0
üzerinden,76,111.0
istenebilir,3,
şartnam,115,59.0
bede,112,63.0
tl,311,11.0
karşılığı,14,775.0
tpao,35,327.0
şirnak,10,
bölge,43,263.0
müdürlüğü,186,25.0
vakifbank,1,
şirnak,10,
şube,6,
tr,121,55.0
tpao,35,327.0
vergi,36,316.0
dairesi,43,263.0
vergi,36,316.0
numarası,51,206.0
ulus,10,
v,5,
banka,33,338.0
hesabına,21,537.0
yatırılarak,3,
dosya,37,307.0
numarası,51,206.0
şartnam,115,59.0
bede,112,63.0
olduğu,43,263.0
belirtilip,3,
aynı,55,193.0
adresten,6,
sirnak_ihal,3,
tpao,35,327.0
gov,46,244.0
tr,121,55.0
temin,66,151.0
edilir,21,537.0
haley,113,61.0
teklif,314,10.0
verecek,25,466.0
olanların,20,559.0
ihal,247,15.0
dokümanını,21,537.0
satın,91,86.0
almaları,22,522.0
şartnam,115,59.0
bede,112,63.0
dekontunu,3,
ibraz,57,185.0
etmeleri,21,537.0
zorunludur,61,169.0
hale,442,8.0
dokümanının,20,559.0
satın,91,86.0
alındığına,15,724.0
dair,143,39.0
banka,33,338.0
dekontunun,5,
bulunmadığı,2,
teklifl,64,158.0
değerlendirm,38,301.0
dışı,12,872.0
bırakılacaktır,7,
teklifl,64,158.0
tarih,162,31.0
saat,103,76.0
kadar,131,49.0
tpao,35,327.0
şirnak,10,
bölge,43,263.0
müdürlüğü,186,25.0
gelen,8,
evrak,11,946.0
bi,28,409.0
ri,23,503.0
mi,12,872.0
ne,118,57.0
elden,9,
verilebileceği,12,872.0
gibi,33,338.0
iad,35,327.0
taahhütlü,29,398.0
posta,86,96.0
vasıtasıyla,8,
gönderilecektir,10,
hale,442,8.0
saatin,31,361.0
kadar,131,49.0
ortaklığımıza,3,
ulaşmayan,13,811.0
teklifl,64,158.0
değerlendirmey,24,485.0
alınmayacaktır,34,331.0
steklil,58,181.0
tekliflerini,17,644.0
bir,233,17.0
iş,138,42.0
kalemi,8,
için,293,12.0
teklif,314,10.0
edilen,125,54.0
birim,38,301.0
fiyatlarının,5,
miktarlarla,8,
çarpımı,12,872.0
sonucu,29,398.0
bulunan,88,93.0
toplam,36,316.0
bedel,44,253.0
üzerinden,76,111.0
birim,38,301.0
fiyat,40,285.0
şeklind,6,
vereceklerdir,30,377.0
hale,442,8.0
sonucu,29,398.0
ihal,247,15.0
üzerind,18,613.0
bırakılan,6,
istekliyl,7,
bir,233,17.0
iş,138,42.0
kalemi,8,
için,293,12.0
teklif,314,10.0
edilen,125,54.0
birim,38,301.0
fiyatların,13,811.0
miktarlarla,8,
çarpımı,12,872.0
sonucu,29,398.0
bulunan,88,93.0
toplam,36,316.0
bedel,44,253.0
üzerinden,76,111.0
birim,38,301.0
fiyat,40,285.0
sözleşm,44,253.0
imzalanacaktır,7,
bu,244,16.0
ihaled,15,724.0
işin,16,681.0
tamamı,9,
için,293,12.0
teklif,314,10.0
verilecektir,17,644.0
ekonomik,22,522.0
açıdan,11,946.0
en,205,22.0
avantajlı,11,946.0
teklif,314,10.0
en,205,22.0
düşük,12,872.0
fiyat,40,285.0
esasına,7,
göre,109,66.0
belirlenecektir,9,
verilen,40,285.0
tekliflerin,38,301.0
geçerlilik,10,
süresi,69,139.0
ihal,247,15.0
tarihinden,73,123.0
itibaren,58,181.0
en,205,22.0
az,169,30.0
doksan,3,
takvim,21,537.0
günü,72,127.0
olmalıdır,16,681.0
steklil,58,181.0
teklif,314,10.0
ettikleri,19,584.0
bedelin,47,234.0
ünden,24,485.0
az,169,30.0
olmamak,47,234.0
üzere,130,51.0
kendi,18,613.0
belirleyecekleri,13,811.0
oranda,10,
geçici,137,44.0
teminat,148,36.0
vereceklerdir,30,377.0
ş,181,26.0
ortaklığı,31,361.0
kabul,91,86.0
edilir,21,537.0
konsorsiyumlar,3,
ihaley,135,46.0
teklif,314,10.0
veremez,3,
bu,244,16.0
ihal,247,15.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanunu,97,79.0
nun,51,206.0
g,51,206.0
kapsamında,47,234.0
olup,87,94.0
ceza,42,272.0
yasaklama,96,81.0
hükümleri,43,263.0
hariç,25,466.0
tpao,35,327.0
mal,49,222.0
hizmet,74,118.0
alımı,40,285.0
hale,442,8.0
yönetmeliği,43,263.0
ne,118,57.0
göre,109,66.0
yapılmaktadır,4,
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
adet,114,60.0
asma,2,
kat,61,169.0
depolu,9,
dükkân,3,
satilacaktir,17,644.0
stanbul,66,151.0
li,75,114.0
esenl,8,
belediy,128,52.0
başkanlığından,57,185.0
haleni,11,946.0
n,80,107.0
konusu,87,94.0
sayılı,340,9.0
kanun,45,250.0
kapsamında,47,234.0
afet,3,
deprem,15,724.0
riski,2,
altındaki,1,
yapıların,3,
dönüşümünde,1,
afet,3,
riski,2,
alanların,6,
tahliyesind,1,
tasfiyesind,1,
inşasında,2,
rezerv,2,
risk,3,
alanlarda,12,872.0
yapılacak,94,83.0
olan,119,56.0
belediy,128,52.0
hizmet,74,118.0
binaları,1,
eğitim,61,169.0
yapıları,38,301.0
dini,1,
tesi,26,444.0
alanları,9,
kültür,82,105.0
tesisleri,3,
sosyal,13,811.0
donatı,1,
engelsiz,1,
yaşam,2,
alanları,9,
spor,11,946.0
salonları,1,
vb,10,
yapıların,3,
inşasında,2,
risk,3,
alan,102,78.0
rezerv,2,
alan,102,78.0
risk,3,
yapıların,3,
bulunduğu,50,212.0
alanlarda,12,872.0
kamulaştırma,1,
işlemlerind,7,
kullanılmak,4,
amacıyla,4,
aşağıda,76,111.0
tapu,6,
bilgileri,34,331.0
niteliği,23,503.0
belirtilen,210,20.0
esenl,8,
belediyesi,33,338.0
ne,118,57.0
ait,104,74.0
adet,114,60.0
asma,2,
katlı,1,
depolu,9,
dükkân,3,
hale,442,8.0
komisyonu,24,485.0
belediy,128,52.0
encümeni,14,775.0
tarafından,112,63.0
günü,72,127.0
sayılı,340,9.0
devlet,105,73.0
hale,442,8.0
kanunu,97,79.0
nun,51,206.0
maddesi,107,68.0
gereğinc,59,177.0
yapılacak,94,83.0
ihaleyl,1,
satılacaktır,7,
hale,442,8.0
esenl,8,
belediy,128,52.0
başkanlığınca,1,
sayılı,340,9.0
devlet,105,73.0
hale,442,8.0
kanunu,97,79.0
nun,51,206.0
maddesi,107,68.0
gereğinc,59,177.0
yapılacaktır,74,118.0
hale,442,8.0
komisyonu,24,485.0
belediy,128,52.0
encümeni,14,775.0
dir,2,
şartnam,115,59.0
belirtilen,210,20.0
adrest,2,
görülebilir,28,409.0
bir,233,17.0
dükkân,3,
için,293,12.0
ayrı,52,202.0
ayrı,52,202.0
olmak,279,13.0
üzere,130,51.0
tl,311,11.0
elli,2,
bin,5,
türk,62,164.0
lirası,15,724.0
karşılığı,14,775.0
c,141,41.0
esenl,8,
beledi,5,
ye,22,522.0
başkanliği,3,
emlak,22,522.0
sti,2,
mlâk,2,
müdürlüğü,186,25.0
bi,28,409.0
rli,2,
k,62,164.0
mah,66,151.0
aki,2,
f,52,202.0
nan,2,
cd,8,
esenl,8,
stanbul,66,151.0
adresinden,18,613.0
satın,91,86.0
alınabilir,9,
hale,442,8.0
yeri,103,76.0
esenl,8,
belediy,128,52.0
başkanlığı,85,100.0
kat,61,169.0
encümen,16,681.0
salonu,20,559.0
haley,113,61.0
katılabilmek,26,444.0
için,293,12.0
steklil,58,181.0
söz,23,503.0
konusu,87,94.0
gayrimenkulün,2,
satış,42,272.0
ihalesin,7,
katılabilmek,26,444.0
için,293,12.0
geçici,137,44.0
teminat,148,36.0
bedelini,7,
yatırdığına,3,
dair,143,39.0
makbuz,15,724.0
veya,648,6.0
süresiz,15,724.0
geçici,137,44.0
teminat,148,36.0
mektubunu,13,811.0
ibraz,57,185.0
edecektir,3,
b,218,19.0
haley,113,61.0
iştirak,25,466.0
edecekl,2,
bede,112,63.0
karşılığında,18,613.0
şartnam,115,59.0
satın,91,86.0
almak,5,
zorundadır,12,872.0
şartları,24,485.0
da,133,48.0
kabul,91,86.0
etmiş,2,
sayılır,9,
c,141,41.0
gerçek,71,131.0
kişil,43,263.0
için,293,12.0
c,141,41.0
kimlik,30,377.0
kartı,1,
veya,648,6.0
nüfus,47,234.0
cüzdanı,21,537.0
sureti,27,423.0
kametgâh,7,
belgesi,149,35.0
nüfus,47,234.0
müdürlüğünden,134,47.0
steklinin,26,444.0
tüzel,199,23.0
kişi,65,154.0
olması,146,37.0
halind,170,29.0
ilgili,128,52.0
mevzuatı,23,503.0
gereği,25,466.0
kayıtlı,67,146.0
bulunduğu,50,212.0
ticaret,152,33.0
veya,648,6.0
sanayi,75,114.0
odasından,24,485.0
ilk,34,331.0
ilan,86,96.0
veya,648,6.0
ihal,247,15.0
tarihinin,11,946.0
içind,58,181.0
bulunduğu,50,212.0
yılda,10,
alınmış,67,146.0
tüzel,199,23.0
kişiliğin,76,111.0
odaya,2,
kayıtlı,67,146.0
olduğunu,35,327.0
gösterir,54,196.0
belg,138,42.0
e,172,28.0
teklif,314,10.0
vermey,17,644.0
yetkili,37,307.0
olduğunu,35,327.0
gösteren,50,212.0
mza,23,503.0
beyannamesi,75,114.0
veya,648,6.0
mza,23,503.0
sirküleri,41,278.0
f,52,202.0
steklinin,26,444.0
tüzel,199,23.0
kişi,65,154.0
olması,146,37.0
halind,170,29.0
ilgisin,11,946.0
göre,109,66.0
tüzel,199,23.0
kişiliğin,76,111.0
ortakları,16,681.0
üyeleri,14,775.0
veya,648,6.0
kurucuları,11,946.0
ile,490,7.0
tüzel,199,23.0
kişiliğin,76,111.0
yönetimindeki,10,
görevlileri,10,
belirten,20,559.0
son,113,61.0
durumu,28,409.0
gösterir,54,196.0
ticaret,152,33.0
sicil,152,33.0
gazetesi,20,559.0
bu,244,16.0
bilgilerin,6,
tamamının,3,
bir,233,17.0
ticaret,152,33.0
sicil,152,33.0
gazetesind,2,
bulunmaması,9,
halind,170,29.0
bu,244,16.0
bilgilerin,6,
tümünü,2,
göstermek,20,559.0
üzere,130,51.0
ilgili,128,52.0
ticaret,152,33.0
sicil,152,33.0
gazeteleri,2,
veya,648,6.0
bu,244,16.0
hususları,11,946.0
gösteren,50,212.0
belgel,116,58.0
ile,490,7.0
tüzel,199,23.0
kişiliğin,76,111.0
noter,144,38.0
tasdik,136,45.0
imza,91,86.0
sirküleri,41,278.0
g,51,206.0
şirket,14,775.0
ya,68,143.0
da,133,48.0
şahıslardan,1,
istenen,22,522.0
belgelerin,53,198.0
asıl,21,537.0
olması,146,37.0
gerekmektedir,84,103.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
h,49,222.0
hale,442,8.0
dosyasını,2,
idareden,6,
satın,91,86.0
aldığına,1,
dair,143,39.0
şartnam,115,59.0
bede,112,63.0
makbuzu,20,559.0
ı,13,811.0
steklinin,26,444.0
ortak,72,127.0
girişim,41,278.0
olması,146,37.0
halind,170,29.0
bir,233,17.0
girişimci,2,
yukarıda,49,222.0
tüzel,199,23.0
veya,648,6.0
gerçek,71,131.0
kişi,65,154.0
belgeleri,67,146.0
ayrı,52,202.0
ayrı,52,202.0
sunacaklardır,1,
tebligata,4,
elverişli,1,
adres,15,724.0
sahip,91,86.0
olmak,279,13.0
sayılı,340,9.0
devlet,105,73.0
hale,442,8.0
kanunu,97,79.0
ilgili,128,52.0
yönetmelik,16,681.0
te,4,
belirtilen,210,20.0
nitelikler,5,
haiz,6,
olmak,279,13.0
yine,5,
anılan,10,
kanunun,77,109.0
yönetmelikt,4,
açıklanan,1,
biçimd,1,
teklift,15,724.0
bulunmak,11,946.0
geçici,137,44.0
teminatı,11,946.0
yatırmak,1,
şarttır,23,503.0
kurum,11,946.0
isteklilerin,19,584.0
beyanlarını,1,
esa,43,263.0
kabul,91,86.0
edecek,14,775.0
sayılı,340,9.0
devlet,105,73.0
hale,442,8.0
kanunu,97,79.0
ile,490,7.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanunu,97,79.0
na,16,681.0
göre,109,66.0
ihaley,135,46.0
katılamayacak,1,
olanlar,5,
yasaklanmış,1,
kişilerd,3,
ihalenin,27,423.0
kalması,1,
bu,244,16.0
hususun,1,
tespiti,1,
halind,170,29.0
ihal,247,15.0
iptal,21,537.0
edilerek,7,
bu,244,16.0
kişil,43,263.0
hakkında,50,212.0
cumhuriyet,33,338.0
savcılığına,1,
suç,6,
duyurusunda,11,946.0
bulunulacaktır,6,
teklifl,64,158.0
ihal,247,15.0
gününden,1,
bir,233,17.0
gün,69,139.0
önce,19,584.0
tarihi,97,79.0
saat,103,76.0
ye,22,522.0
kadar,131,49.0
c,141,41.0
esenl,8,
beledi,5,
ye,22,522.0
başkanliği,3,
emlak,22,522.0
sti,2,
mlâk,2,
müdürlüğü,186,25.0
bi,28,409.0
rli,2,
k,62,164.0
mah,66,151.0
aki,2,
f,52,202.0
nan,2,
cd,8,
esenl,8,
stanbul,66,151.0
adresin,6,
elden,9,
teslim,71,131.0
edilecektir,74,118.0
hale,442,8.0
komisyonu,24,485.0
belediy,128,52.0
encümeni,14,775.0
ihaleyi,29,398.0
yapıp,27,423.0
yapmamakta,27,423.0
serbesttir,27,423.0
komisyonun,2,
ihaleyi,29,398.0
yapmama,2,
kararına,2,
itiraz,8,
edilemez,2,
e,172,28.0
ti,50,212.0
pi,5,
lokomoti,1,
flerd,1,
kullanilmak,2,
üzere,130,51.0
kalem,11,946.0
yedek,24,485.0
malzem,13,811.0
satin,6,
alinacaktir,6,
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,26.0
genel,269,14.0
müdürlüğünden,134,47.0
hale,442,8.0
kayıt,28,409.0
darenin,30,377.0
adresi,86,96.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,26.0
genel,269,14.0
müdürlüğü,186,25.0
b,218,19.0
telefon,37,307.0
fak,32,351.0
numarası,51,206.0
c,141,41.0
elektronik,50,212.0
posta,86,96.0
adresi,86,96.0
satinalmadairesi,4,
tcddtasimacilik,10,
gov,46,244.0
tr,121,55.0
hale,442,8.0
konusu,87,94.0
malın,10,
adı,36,316.0
miktarı,31,361.0
kalem,11,946.0
yedek,24,485.0
malzem,13,811.0
temini,10,
halenin,33,338.0
yapılacağı,40,285.0
yer,209,21.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,26.0
genel,269,14.0
müdürlüğü,186,25.0
satın,91,86.0
alma,49,222.0
dairesi,43,263.0
başkanlığı,85,100.0
toplantı,27,423.0
salonu,20,559.0
lu,18,613.0
oda,85,100.0
hacı,8,
bayram,4,
mahallesi,83,104.0
hipodrom,4,
caddesi,39,294.0
c,141,41.0
gar,4,
altındağ,6,
ankara,106,69.0
türki,6,
ye,22,522.0
yukarıda,49,222.0
belirtilen,210,20.0
alımımız,4,
yer,209,21.0
yabancı,63,160.0
isteklilerden,7,
teklif,314,10.0
alınmak,15,724.0
suretiyl,36,316.0
açık,69,139.0
hale,442,8.0
usulü,70,136.0
ile,490,7.0
ihaley,135,46.0
çıkarılmış,10,
olup,87,94.0
ihaley,135,46.0
katılabilmek,26,444.0
için,293,12.0
istenen,22,522.0
belgel,116,58.0
ihal,247,15.0
dokümanında,7,
belirtilmiştir,16,681.0
tekliflerin,38,301.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,26.0
genel,269,14.0
müdürlüğü,186,25.0
hale,442,8.0
komisyonu,24,485.0
başkanlığına,15,724.0
pazartesi,7,
günü,72,127.0
saat,103,76.0
kadar,131,49.0
verilmiş,9,
veya,648,6.0
gelmiş,12,872.0
olması,146,37.0
şarttır,23,503.0
hale,442,8.0
dokümanı,27,423.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,26.0
genel,269,14.0
müdürlüğü,186,25.0
satın,91,86.0
alma,49,222.0
dairesi,43,263.0
başkanlığı,85,100.0
lu,18,613.0
oda,85,100.0
veya,648,6.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,26.0
resmi,24,485.0
web,22,522.0
sitesi,9,
http,13,811.0
www,57,185.0
tcddtasimacilik,10,
gov,46,244.0
tr,121,55.0
adresind,50,212.0
görülebilir,28,409.0
haley,113,61.0
teklif,314,10.0
verecek,25,466.0
olanların,20,559.0
ihal,247,15.0
dokümanını,21,537.0
satın,91,86.0
almaları,22,522.0
zorunlu,14,775.0
olup,87,94.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,26.0
genel,269,14.0
müdürlüğü,186,25.0
merkez,46,244.0
veznesinden,5,
kdv,25,466.0
dâhil,4,
tl,311,11.0
bedell,7,
temin,66,151.0
edilebilir,44,253.0
teklif,314,10.0
edilen,125,54.0
bedelin,47,234.0
en,205,22.0
az,169,30.0
ü,16,681.0
oranında,29,398.0
geçici,137,44.0
teminat,148,36.0
verilecektir,17,644.0
bu,244,16.0
ihal,247,15.0
tcdd,58,181.0
taşımacılık,49,222.0
ş,181,26.0
genel,269,14.0
müdürlüğünün,14,775.0
sayılı,340,9.0
kamu,71,131.0
hale,442,8.0
kanununun,47,234.0
g,51,206.0
maddesi,107,68.0
uyarınca,78,108.0
yapacağı,4,
mal,49,222.0
hizmet,74,118.0
alımlarında,4,
uygulanacak,24,485.0
esa,43,263.0
usul,12,872.0
hakkında,50,212.0
yönetmelik,16,681.0
hükümlerin,19,584.0
tabidir,5,
bu,244,16.0
ihal,247,15.0
hüküm,5,
bulunmayan,5,
haller,3,
ceza,42,272.0
ihalelerden,19,584.0
yasaklama,96,81.0
hükümleri,43,263.0
hariç,25,466.0
sayılı,340,9.0
yasalara,7,
tabi,28,409.0
değildir,22,522.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
nisan,870,3.0
sayı,864,4.0
resmî,896,2.0
gazet,899,1.0
sayfa,863,5.0
sayfa,863,5.0
resmî,896,2.0
gazet,899,1.0
nisan,870,3.0
sayı,864,4.0
çeşi,11,946.0
tli,12,872.0
lânlar,11,946.0
nuh,2,
naci,2,
yazgan,2,
üniversitesi,44,253.0
rektörlüğünden,32,351.0
öğreti,17,644.0
üyesi,57,185.0
alim,27,423.0
lani,44,253.0
sayılı,340,9.0
yükseköğretim,41,278.0
kanunu,97,79.0
öğretim,94,83.0
üyeliğin,14,775.0
yükseltilm,14,775.0
atanma,17,644.0
yönetmeliği,43,263.0
hükümlerind,3,
aranan,18,613.0
koşulları,7,
yerin,16,681.0
getirmiş,5,
olmak,279,13.0
kaydı,19,584.0
ile,490,7.0
üniversitemizin,7,
aşağıda,76,111.0
belirtilen,210,20.0
birimlerin,4,
öğretim,94,83.0
üyesi,57,185.0
alınacaktır,47,234.0
lana,3,
konu,8,
olan,119,56.0
kadro,71,131.0
tam,21,537.0
zamanlıdır,1,
profesör,14,775.0
kadrosuna,13,811.0
başvuracakların,5,
